asin,date,rating,size,width,color,text,title
B00ES82H6K,"July 28, 2015",5,11,2E, White/Black/Royal,"as the name suggests, it feels like your walking on a cloud. they are very comfortable, with a very short adjustment period.",best pair of sneakers ive purchased in a long time.
B00ES82H6K,"April 28, 2015",2,9,D(M), White/Black/Royal,"I purchased the gel keyano 20  size 9 and they were fine, these are too narrow, they fit too close for a 9 very disappointed with this purchase",Too Narrow
B00ES82H6K,"July 3, 2015",4,11.5,D(M), White/Black/Royal,"Some of the other asics do not fit my feet, I always end up getting these for lots more $$$$ but these are very comfortable shoes","like these,,,not so much other asics"
B00ES82H6K,"April 21, 2015",5,13,D(M), White/Black/Royal,I had the Gel-Nimbus 15 and I liked them (but they eventually wore out).  I've gone for a couple of 3 mile runs in these and so far I like them.,I had the Gel-Nimbus 15 and I liked them (but they eventually wore out)
B00ES82H6K,"May 5, 2015",4,11,D(M), White/Black/Royal,"Asics run a tad bit on the small side, so order 1/2 larger than normal.  Love this shoe.  It has a lot more cushion than the cheaper Cumulus.",Love this shoe
B00ES82H6K,"June 26, 2015",5,9,D(M), Titanium/Black/Red,I own a pair of ASICS GEL-Kayano 20 Running Shoes and find these to be much more comfortable.  Very pleased with the fit and feel.,Good Shoe
B00ES82H6K,"April 19, 2015",5,10.5,D(M), Blue Print / Flash Orange / Black,"Don't know how they do it, but each version gets better than the last. Pure comfort, like walking on air or a cloud. Could wear them year round.",Awesome again
B00ES82H6K,"August 1, 2015",5,14,D(M), White/Black/Royal,I gone on a bunch of runs with the new shoes.  Much better than previous models of the shoes.  Very light.  Terrific shoe.,Much better than previous models of the shoes
B00ES82H6K,"May 26, 2015",5,8.5,4E, Titanium/Black/Red,This is my second pair of the Nimbus...its a great shoe.  No complaints.  No leg or calf pain...really a step up from older ASICS shoes.,Great Shoe.
B00ES82H6K,"February 23, 2015",5,11.5,D(M), Island Blue / Lightning / Lime,"I've owned ASICS Gel Nimbus for over a decade and love them. Once I found a size which fit, I just keep ordering a couple of pairs every nine months or so.",ASICS Gel Nimbus decades long owner
B00ES82H6K,"April 18, 2015",4,11,D(M), White/Black/Royal,"Quite comfortable shoes.  Bought for help with plantar fasciitis, yet to see a remarkable help with that.  Seem to be nice shoes so far though!",Comfortable shoes
B00ES82H6K,"February 6, 2017",5,9,D(M), Black / Onyx / Orange,love it,Five Stars
B00ES82H6K,"October 20, 2015",4,11.5,D(M), White/Black/Royal,"Good shoes at a great price, however arch support not enough for my needs so I replaced it with my own.",Good shoes at a great price
B00ES82H6K,"March 1, 2016",5,10.5,D(M), White/Black/Royal,"I would buy again, but is expensive. I'll check back and wait for a sale.",Five Stars
B00ES82H6K,"May 16, 2016",5,12,D(M), White/Black/Royal,"this are my third pair of this shoes, they are excellent",excellent
B00ES82H6K,"October 25, 2015",5,11.5,D(M), White/Black/Royal,Very nice running shoes. I have put about 250 miles on them and have no complaints. Highly recommend.,Five Stars
B00ES82H6K,"May 11, 2015",5,11.5,D(M), White/Black/Royal,"I have been wearing these for 5-6 years, and continue to love them.  No complaints here at all, and I continue to be a satisfied customer",and continue to love them. No complaints here at all
B00ES82H6K,"May 6, 2015",5,14,D(M), Black / Onyx / Orange,I was looking for a new pair to replace my (very) old Nimbus 12... This new pair of Nimbus 16 feels just GREAT! As expected. Recommend it.,"Comfortable and light, as expected!"
B00ES82H6K,"May 17, 2015",5,13,D(M), White/Black/Royal,"Love these shoes. They fit great. I have size 13 narrow, low volume, so to have a pair of average width shoes fit well is great for me.",Great shoes.
B00ES82H6K,"February 11, 2015",5,14,2E, White/Black/Royal,I love these shoes.  They fit well and keep their cushioning--I have a large 200 ib frame and walk at least 6 miles per day and they are stable and last.,Super Fit and Wear
B00ES82H6K,"March 21, 2016",5,11,D(M), Black / Onyx / Orange,Absolutely fantastic shoe. Very sturdy to wear when running offroad,Love it
B00ES82H6K,"May 2, 2015",5,10.5,D(M), Titanium/Black/Red,I really like these shoes.  They are very comfortable.  They run one shoe size small for me.  They are lightweight but reasonably durable.,Running shoes
B00ES82H6K,"July 26, 2014",5,9,D(M), Island Blue / Lightning / Lime,"These colors are not (yet?) available in Europe, it is for this reason that I bought this pair of Nimbus 16 on Amazon.comThey are very comfortable, excellent cushioning and look fabulous.",Colors are great
B00ES82H6K,"September 27, 2015",5,16,D(M), White/Black/Royal,Terrific shoe for running and biking. Quite comfortable with better support compared to previous versions.,Asics knocks it out of the park
B00ES82H6K,"March 3, 2015",5,11,D(M), White/Black/Royal,I run nearly every day and ASICS is my choice in running shoe. I like the feel and weight of this particular style and will likely continue to buy it.,I like the feel and weight of this particular style and ...
B00ES82H6K,"December 9, 2015",5,11.5,2E, White/Black/Royal,"My adult son, loved them! Said how comfortable, they were. I recommend this seller, also!",A good looking sports shoe......and very comfortable!!!
B00ES82H6K,"October 30, 2014",4,11.5,4E, White/Black/Royal,"I chose this rating because I like the  stability and comfort level!I don't like the wear factor, 60 miles in and there is considerable wear, without just cause!","Good shoe, for both stability and comfort!"
B00ES82H6K,"May 16, 2015",5,10.5,D(M), Blue Print / Flash Orange / Black,Nice shoes but I didn't expect them to be so bright in color. I have had a few compliments on them and Asics always fit me just right.,Nice Shoes!
B00ES82H6K,"April 26, 2015",4,12,D(M), Black / Onyx / Orange,These are good shoes and fit as expected. This is my first pair of this brand. Hopefully they will hold up to the miles I put on my shoes.,These are good shoes and fit as expected
B00ES82H6K,"December 27, 2015",5,10.5,4E, White/Black/Royal,Asics nailed it with the Nimbus series -- great shoes for walking/jogging on a treadmill.,Asics nailed it with the Nimbus series.
B00ES82H6K,"July 3, 2015",5,8.5,D(M), White/Black/Royal,I bought one size above my normal size and it is extremely comfortable for both amateur running activities and daily usage.,Really comfortable
B00ES82H6K,"February 21, 2015",4,12,D(M), White/Black/Royal,Great shoes. These are my 3rd pair of the Nimbus line and they feel great. I'm a bigger guy (235 lbs) and the cushioning in these shoes holds up well.,Great shoes!!
B00ES82H6K,"October 5, 2015",5,10,D(M), Island Blue / Lightning / Lime,"I wear this pair of shoes, a few times in the half marathon, I feel very good, very buffer, thank you!","This pair of shoes is very good, very soft"
B00ES82H6K,"May 4, 2015",5,6.5,D(M), White/Black/Royal,love love love my asic gels!  so so so comfy... i have a huge arch and somewhat wide foot.  these are the best sneakers i've ever worn.,love love love my asic gels
B00ES82H6K,"November 5, 2015",3,14,4E, Titanium/Black/Red,Had to change to larger/wider shoe that was available through Asics direct. Love the shoes tho!,Love the shoes tho
B00ES82H6K,"January 22, 2015",5,10,2E, White/Black/Royal,Excellent running shoes.  I have a wide foot and happily these are available online in 2E width.  I cannot find them in this size at local running stores.,Excellent running shoes
B00ES82H6K,"December 2, 2014",5,9,4E, Titanium/Black/Red,These were purchased for my husband.  He loves them.  They replaced the ASICS that he could no longer find in a 9 4E.  Says they are even better and he loves ASICS.,Super awesome!
B00ES82H6K,"October 11, 2015",5,9,D(M), White/Black/Royal,My husband is now an basics fan. Would like to sample others for in depth review. Highly recommend.,Excellent shoe.
B00ES82H6K,"April 14, 2015",5,14,D(M), White/Black/Royal,"very comfortable - the gel sole is totally awesome for running, jogging, or just loafing around ...  great shoe , I will buy these again",very comfortable - the gel sole is totally awesome for running
B00ES82H6K,"May 12, 2015",4,10.5,2E, White/Black/Royal,"Good fit, walked long distance in them without feet hurting. Will be running in them soon long distance over pavement to test them","Good fit, walked long distance in them without feet ..."
B00ES82H6K,"January 9, 2015",5,12,D(M), White/Black/Royal,I have had ASICS in the past and will continue to buy them in the future as long as they keep making quality products. A lot cushion and very supportive.,Love the ASICS
B00ES82H6K,"May 26, 2015",5,11,D(M), White/Black/Royal,"As expected so far. I haven't only worn them a couple times, but they seem to fit nicely and feel great while walking/running.",As Expected
B00ES82H6K,"April 8, 2015",5,11,D(M), White/Black/Royal,I have been enjoying Nimbus starting with 13 then 15 and now 16. A great pleasure to run with those shoes between 30 and 45 miles weekly,Ongoing love story
B00ES82H6K,"March 3, 2015",3,9.5,D(M), Titanium / Black / Red,The nimbus 16 is not as snug on my foot as previous models ! When running the shoe feels alittle loose! It's still comfortable but not as snug!,It's still comfortable but not as snug
B00ES82H6K,"July 20, 2015",5,10,D(M), White/Black/Royal,Bought these for my husband. He runs a lot. Love the shoe. It is attractive and comfortable. No complaints so far.,Nice running shoe
B00ES82H6K,"August 27, 2016",5,13,D(M), Island Blue / Lightning / Lime,"Great shoe,  super light","Great cushion, durability"
B00ES82H6K,"December 6, 2014",4,12,D(M), White/Black/Royal,"Narrow width, I wear a D in most shoes but in this one I needed an E.","The shoe is perfect in length but is a little narrow.  I should have gone with a wider shoe, I usually wear a D but needed E"
B00ES82H6K,"November 16, 2015",4,11.5,D(M), White/Black/Royal,Asics Gel-Nimbus have been my running shoes for several years.  They work great for me.,Best Running Shoes For Me
B00ES82H6K,"August 14, 2015",4,11.5,4E, White/Black/Royal,"I don't think these are quite as soft as the Nimbus 14 was, but they are still really comfortable sneakers.",Comfortable sneakers
B00ES82H6K,"June 22, 2015",5,10,D(M), White/Black/Royal,Perfect fit with excellent arch support.  Asics made the ideal blend between comfort and stability - highly recommend!,Ideal support and stability
B00ES82H6K,"August 7, 2015",5,11,D(M), White/Black/Royal,Looks great and more important they fit perfect. Long walks or while jogging .... not a problem. I love them,Looks great and more important they fit perfect
B00ES82H6K,"August 4, 2015",5,11.5,D(M), White/Black/Royal,I have ordered the Gel-Nimbus before. I am on the heavy side and have high arches. These shoes fit the bill!,Fit the bill!
B00ES82H6K,"June 17, 2015",4,10.5,D(M), White/Black/Royal,I give these shoes 4 stars... nice shoes but I prefer the Gel Cumulus over the Nimbus (and the Cumulus are cheaper!!!),nice shoes but I prefer the Gel Cumulus over the ...
B00ES82H6K,"January 27, 2015",5,11,D(M), Island Blue / Lightning / Lime,Awesome shoes for walking and jogging off some pounds.  Cool and comfortable and $30 cheaper than the retail store I first saw them at.  Love it.,Awesome shoes for walking and jogging off some pounds
B00ES82H6K,"January 19, 2016",5,10.5,D(M), Titanium/Black/Red,You can't beat the Nimbus if you are a larger runner (chubby..not fat),Five Stars
B00ES82H6K,"March 22, 2015",5,13,D(M), White/Black/Royal,"I got this shoes with D(M) width and they look somewhat a little narrow, but they fit very well. I am overall happy and will but again.",I am overall happy and will but again
B00ES82H6K,"May 15, 2015",5,10.5,4E, White/Black/Royal,"Without a doubt, the best shoes I have purchased in a long time. The fit is amazing, and they seem to be wearing very well.",the best shoes I have purchased in a long time
B00ES82H6K,"October 11, 2015",5,8,D(M), Titanium/Black/Red,run in them all the time and have put over 100 miles on them and they are still comfortable,amazing
B00ES82H6K,"March 19, 2015",3,9.5,D(M), Titanium / Black / Red,"Expect more from a $120 running shoe. Not enough heel cushioning for me, which is really where I need it as I'm a guilty heel striker.",Expect more from a $120 running shoe. Not enough ...
B00ES82H6K,"August 18, 2015",5,10.5,D(M), White/Black/Royal,"Great shoe!  I've been a fan of the Asics Gel line for years now, and continue to run happily in them.",Great shoe! I've been a fan of the Asics ...
B00ES82H6K,"June 17, 2015",5,11,D(M), Titanium/Black/Red,My second pair of Nimbus 16. I was very happy with the first pair great fit great feel all around outstanding shoe.,Very happy with the ASICS Nimbus 16
B00ES82H6K,"December 11, 2014",5,12,2E, White/Black/Royal,"I only run in Asics. I have been buying the Gel-Nimbus for about 3 years now, and wouldn't dream of changing that. Comfortable, great wear, and durable.","Comfortable, great wear"
B00ES82H6K,"August 4, 2015",5,15,D(M), Chinese Red / Black / Flash Green,"These shoes are very comfortable! I've been running for years, and these might be my favorite shoes ever.",Awesome!
B00ES82H6K,"July 24, 2015",5,11,D(M), White/Black/Royal,"3rd pair of these I have owned. Great distance shoe for me. Support, cushion and comfort, love these aisics",Great distance shoe for me
B00ES82H6K,"June 22, 2015",5,12,D(M), White/Black/Royal,"Have tried Nike,Saucony,New Balance,Brooks and others.  For me the Asics provide the most cushioning and comfort.","Have tried Nike, Saucony, New Balance, Brooks ..."
B00ES82H6K,"June 21, 2015",4,12.5,4E, Titanium/Black/Red,Great for all day use. Comfortable to wear at the gym. Just a bit narrower than I expected but still comfortable.,Great for all day use
B00ES82H6K,"October 9, 2014",5,12,D(M), Titanium/Black/Red,"I have used these shoes for most of my running career, they never disappoint.",they never disappoint.
B00ES82H6K,"May 29, 2015",5,8,D(M), Titanium/Black/Red,This shoes are my first running shoes. I feel so great when I am wearing them and have jogging on my running machine.,Nice shoes
B00ES82H6K,"February 16, 2015",5,7.5,D(M), Titanium/Black/Red,I skipped the Nimbus 15 line due to all the negative comments so I really needed a new pair. These fit great and feel great. No complaints,They're great for me
B00ES82H6K,"June 26, 2015",5,11,4E, Titanium/Black/Red,Best brand,Five Stars
B00ES82H6K,"April 21, 2015",4,11,D(M), White/Black/Royal,I work in a hospital doing 12 hour shifts. I'm on my feet all day and night. So far these shoes are the best I've tried yet.,So far these shoes are the best I've tried yet
B00ES82H6K,"April 6, 2015",5,12.5,D(M), Black / Onyx / Orange,"I have been getting this same model of running shoe for over 6 years now, never a disappointment.  Lots of cushion and support.",never a disappointment. Lots of cushion and support
B00ES82H6K,"September 10, 2014",5,10,D(M), Titanium/Black/Red,Fits as expected. Feels like a more comfortable product in comparison to previous models.I only ran a couple of times so far but I'm glad I've got a pair so far.,So far so good!
B00ES82H6K,"December 15, 2014",5,10.5,D(M), White/Black/Royal,"I have been using Asics since 2007. last pair which is Gel-Nimbus 16, looks very comfortable. yesterday, ? found chance to tyr it. It was perfect!!!",looks very comfortable. yesterday
B00ES82H6K,"June 8, 2015",5,10,D(M), White/Black/Royal,"If you're looking for a neutral running shoe, this is a very good choice. Very comfortable and reasonably priced.",this is a very good choice. Very comfortable and reasonably priced
B00ES82H6K,"January 31, 2016",5,11,D(M), Titanium/Black/Red,Had this style before so this is my second pair.  Great shoe.,Good fitting
B00ES82H6K,"July 20, 2014",5,7,D(M), Island Blue / Lightning / Lime,Perfect! It never fails me. I hope that Amazon can offer better discounts in the near future:),wonderful!
B00ES82H6K,"May 11, 2015",5,13,D(M), Island Blue / Lightning / Lime,"The ASICS Gel-Nimbus has easily become my favorite shoe. I've tried a few other brands, but keep coming back to these.",The ASICS Gel-Nimbus has easily become my favorite shoe
B00ES82H6K,"October 6, 2015",2,10,D(M), White/Black/Royal,http://www.amazon.com/gp/product/B00ES81IW4?redirect=true&ref_=cm_cr_ryp_prd_ttl_sol_0,http: //www. amazon. com/gp/product/B00ES81IW4?
B00ES82H6K,"May 7, 2015",4,11,4E, Titanium/Black/Red,I did not get the chance to run with them much but I hope that they will work well.  The 4E is more on the narrow side,I did not get the chance to run with them ...
B00ES82H6K,"March 4, 2015",4,11,2E, White/Black/Royal,"Like the shoe. Very comfortable. Previous models wore well & lasted a long time. Expect same this time, but wish model was cheaper.",Nimble Nimbus 16
B00ES82H6K,"June 18, 2015",5,10,4E, White/Black/Royal,Exactly what I expected. Brand new shoes in original packaging in excellent condition. Arrived when expected.,Brand new shoes in original packaging in excellent condition. Arrived when expected
B00ES82H6K,"July 27, 2015",5,9,D(M), White/Black/Royal,I'm a runner and run a 10k erery other day. Asics are great and I will be ordering more in the future,Asics are great and I will be ordering more in the
B00ES82H6K,"May 25, 2015",5,9,D(M), Black / Onyx / Orange,Took them for a run yesterday!  Very good shoe would recommend to anyone who has had plantar fasciitis in the past,great running shoe
B00ES82H6K,"June 3, 2015",4,11.5,4E, Titanium/Black/Red,The inside  shoud  be smoother. I find  the inner flat part construction harder than I expected for their prize.,The inside shoud be smoother. I find the inner ...
B00ES82H6K,"January 20, 2015",5,10,D(M), Titanium/Black/Red,"These shoes fit me perfect, but I tried them on in a store first before purchasing. They are very comfortable and my first pair of Asics.",I like these shoes!
B00ES82H6K,"September 16, 2015",5,10,2E, White/Black/Royal,"Good shoes for my expected use on the treadmill. Pricy, but provides the support I need.",Five Stars
B00ES82H6K,"May 25, 2015",5,11,2E, White/Black/Royal,"Can give the foot is good support, also has air cushion as the buffer, the code number is very appropriate, like","Can give the foot is good support, also has air cushion as the buffer"
B00ES82H6K,"May 20, 2015",5,12.5,D(M), Black / Onyx / Orange,"Awesome shoe. Need a bigger size though. I wear 12 usually, especially in Nike. A 13 would be perfect with these.",Run a little small
B00ES82H6K,"August 14, 2015",4,9.5,D(M), White/Black/Royal,I'm on my second pair now.  I can walk around in them for hours without feeling any discomfort.,Very Comfortable
B00ES82H6K,"September 26, 2016",3,10,D(M), White/Black/Royal,good,Three Stars
B00ES82H6K,"July 21, 2015",5,11.5,D(M), Island Blue / Lightning / Lime,Glad to be back to Asics after 4 months in Nikes. These are like running on clouds. Can't beat them.,Glad to be back to Asics after 4 months in ...
B00ES82H6K,"February 18, 2016",5,10.5,D(M), Titanium/Black/Red,Asics Nimbus is my go to shoe. It has been for years.,Asics Nimbus
B00ES82H6K,"July 25, 2016",2,11.5,4E, White/Black/Royal,Worked as expected,Two Stars
B00ES82H6K,"April 13, 2015",5,9.5,D(M), Black / Onyx / Orange,"Not as soft as the Nimbus 15, but still a great shoe!  Ran a few long runs already (10K+) and shoes performed excellent!",ASICS Men's Gel-Nimbus 16
B00ES82H6K,"June 19, 2015",4,10.5,4E, White/Black/Royal,These shoes were among those recommended by my DPM to be used with orthotics to help with cuboid syndrome.,Just what the doc ordered
B00ES82H6K,"June 3, 2015",3,11,2E, White/Black/Royal,This brand does not fit me as well as my other shoes from Brooks. I'll be sticking with Brooks in the future.,"Not Bad, but Not What I Hoped For"
B00ES82H6K,"June 3, 2016",5,10,D(M), White/Black/Royal,Great shoe for a great price.,Five Stars
B00ES82H6K,"February 24, 2015",5,10,4E, White/Black/Royal,"My husband loves these shoes, his first pair lasted almost 4 years.  He says they are the most comfortable shoe he has ever worn.",He says they are the most comfortable shoe he has ever worn
B00ES82H6K,"June 2, 2016",5,10,D(M), Island Blue / Lightning / Lime,excellent product and service,Five Stars
B00ES82H6K,"June 3, 2015",4,9.5,4E, White/Black/Royal,Very good shoe with great arch support - just order a half larger than your street shoes and you will happy.,Very comfortable shoe
B00ES82H6K,"May 4, 2015",5,10.5,D(M), Black / Onyx / Orange,Great Shoes for a great price. I run with them and use them for the gym and they provide great comfort and support,Very comfortable and great support
B00ES82H6K,"April 14, 2015",5,15,4E, White/Black/Royal,Great shoe! The most comfortable since the 2170!!! 15 4-E are so hard to find. And he prefers ASICS to all the rest!!!,Great shoe! The most comfortable since the 2170
B00ES82H6K,"September 30, 2015",5,11,D(M), White/Black/Royal,Really amazing shoe. I used nimbus 14 before.  And this one is like walking on air,Five Stars
B00ES82H6K,"June 29, 2015",4,9.5,2E, White/Black/Royal,I've been running with this series of shoe model fro ASICS for years and they've done me no wrong.,Four Stars
B00ES82H6K,"October 26, 2015",5,12.5,D(M), White/Black/Royal,Never had a problem with Asics. Fit is always good and quality is excellent.,Fit is always good and quality is excellent
B00ES82H6K,"July 26, 2015",5,10,D(M), White/Black/Royal,Great fit.  Marathon Sports exceeded our expectation - shoes arrived much earlier than expected.,Great fit. Marathon Sports exceeded our expectation - shoes ...
B00ES82H6K,"September 19, 2014",5,12.5,D(M), White/Black/Royal,"Comfortable, good support.  I am happy with the 'lower key' colors not always synonymous with the Nimbus line, and the shoe performs great.  Would buy again.","Comfortable, good support"
B00ES82H6K,"November 7, 2015",4,10.5,D(M), Titanium/Black/Red,They were a little tight at the forefoot were the asics logo comes across,Four Stars
B00ES82H6K,"August 20, 2016",4,11.5,D(M), Titanium/Black/Red,Good shoe,Functional
B00ES82H6K,"April 18, 2016",4,9.5,D(M), White/Black/Royal,Always the most comfortable sneakers.,Four Stars
B00ES82H6K,"October 5, 2015",5,9.5,D(M), White/Black/Royal,These shoes are superb especially for those with foot pain after a long workout.,Five Stars
B00ES82H6K,"August 20, 2015",4,12.5,D(M), Island Blue / Lightning / Lime,Good shoe. Use it for my long runs. 150 miles of running and still in very good condition.,Four Stars
B00ES82H6K,"May 6, 2015",5,11.5,D(M), White/Black/Royal,I've run 3 marathons in the Nimbus line from Asics.  They're my go to running shoe.  Good cushion and stability.,My go to shoe
B00ES82H6K,"April 11, 2015",5,13,D(M), White/Black/Royal,I had ordered a pair of New Balance in the same size and they hurt my feet.  I'll never buy another pair of NB shoes.,I had ordered a pair of New Balance in the ...
B00ES82H6K,"April 20, 2015",5,10.5,D(M), Black / Onyx / Orange,Love these shoes. I always buy shoes that are designed for my neutral foot. I go to asics cause I can get style too,Love these shoes
B00ES82H6K,"March 17, 2015",5,11,D(M), Island Blue / Lightning / Lime,these shoes fit great and are very comfortable. I have been buying ASICS since Nimbus 11 and they have never disappointed.,these shoes fit great and are very comfortable
B00ES82H6K,"January 23, 2015",4,12,D(M), Titanium/Black/Red,"Very comfortable running shoes took me a few days to break'em in, definitely asics is the best brand in running shoes in my opinion",Very comfortable running shoes took me a few days to break'em ...
B00ES82H6K,"October 29, 2015",4,10,D(M), Titanium/Black/Red,great for runners who need lots cushion. better than my old brooks beasts.,Great for heavy runners who need lots cushion.
B00ES82H6K,"January 2, 2015",5,15,2E, White/Black/Royal,"""the most comfortable sneakers I have ever worn!"" - so says my husband. :)And they are the only sneakers I buy for me. (:","""the most comfortable sneakers I have ever worn"
B00ES82H6K,"July 1, 2015",4,14,4E, White/Black/Royal,"I use modified Spence or Softsole inserts for extra arch support, which makes them very comfortable.",which makes them very comfortable.
B00ES82H6K,"December 15, 2014",5,12,2E, White/Black/Royal,"Great shoe. Light weight, great cushion and support. It made a big difference on the those long walks / partial runs of 2.5 miles or more.",Great shoe. Light weight
B00ES82H6K,"August 27, 2015",5,9,D(M), White/Black/Royal,I love these shoes! Looks great but also feels great. Great support and very cushioned.,Five Stars
B00ES82H6K,"July 7, 2015",5,9.5,D(M), Titanium / Black / Red,I'm a Nimbus fan. This new pair - even as last year's model is a decent bargain and same nice fit.,Nimbus 16 - Cloud 16 for Bargain Hunters
B00ES82H6K,"March 5, 2015",4,14,2E, White/Black/Royal,I really like this shoe.  So far it is perfect for my workouts and it is a very comfortable feel.  This may be my new shoe.,I really like this shoe
B00ES82H6K,"May 7, 2015",5,11,D(M), White/Black/Royal,"I believe these are the lightest, most comfortable shoes I've ever worn. I can wear them all day with no problems.",Love them
B00ES82H6K,"September 4, 2015",5,10.5,4E, White/Black/Royal,. I purchased a wide paid and they are very comfortable. I use they for plyometrics.,I purchased a wide paid and they are very comfortable. I use they for plyometrics
B00ES82H6K,"April 28, 2015",4,10.5,D(M), White/Black/Royal,Asics are great shoes as always. Can't buy a different brand because these are simply the best quality and fit.,Great shoes as always
B00ES82H6K,"November 2, 2015",5,9.5,D(M), Titanium / Black / Red,I've been using the Gel-Nimbus shoe since model 12. I love these shoes!,I love these shoes
B00ES82H6K,"June 10, 2015",5,10,D(M), Island Blue / Lightning / Lime,My second pair of these. Super comfortable. My wife just bought her first pair and she loves them too.,Best shoes I've had.
B00ES82H6K,"July 9, 2015",5,11,4E, Titanium/Black/Red,I always buy aciscs shoes and this was the size and color 8i was looking for in the right price.,Awesome shoes
B00ES82H6K,"June 18, 2015",5,12,D(M), Island Blue / Lightning / Lime,"Very well cushioned shoe, the fit was perfect, and it arrived sooner than expected. Very satisfied!!",very satisfied
B00ES82H6K,"May 20, 2015",4,13,D(M), Island Blue / Lightning / Lime,"They feel a little heavy as my runs start to exceed an hour, but the provide excellent cushion and support",but the provide excellent cushion and support
B00ES82H6K,"April 26, 2015",5,10.5,2E, White/Black/Royal,My husband wears these exclusively for running. I ordered two pairs for his marathon training. They're perfect.,They're perfect.
B00ES82H6K,"February 23, 2016",5,10,4E, White/Black/Royal,just as described.  Very happy with this item,Very happy with this
B00ES82H6K,"April 9, 2015",4,15,D(M), Black / Onyx / Orange,A seam on the tongue is cutting into the top of my foot and is causing discomfort.  The rest of the shoe is great.,The rest of the shoe is great.
B00ES82H6K,"February 28, 2015",5,10.5,2E, White/Black/Royal,"Also great shoes. Very close to my Kayano 21 shoes. Stable, comfortable,and great styling. Very bright reflective accents.",Gel Nimbus 16 review. Great shoes
B00ES82H6K,"April 19, 2016",5,8.5,D(M), White/Black/Royal,"I'm thankful to have them, again!",Five Stars
B00ES82H6K,"April 27, 2015",5,9,D(M), Black / Onyx / Orange,Comfortable and great for running.  I only use ASCIS for running shoes and they have always met my expectation,Good shoes
B00ES82H6K,"August 2, 2016",5,9,D(M), White/Black/Royal,i love it,Five Stars
B00ES82H6K,"July 22, 2015",5,11.5,D(M), Island Blue / Lightning / Lime,i use these for running and our workout classes.  these are great! i like the color as well.,these are great! i like the color as well
B00ES82H6K,"December 4, 2014",4,9.5,4E, White/Black/Royal,This is a great pair of shoes - however if you normally wear wide shoes - go as wide as you can on these.  They are rather snug in width.,love the shoes
B00ES82H6K,"May 8, 2015",5,9,D(M), Titanium/Black/Red,"My husband liked his first pair of these sneakers so well, I bought him a second pair.  Great walking shoe.",Great walking shoe
B00ES82H6K,"July 5, 2015",2,10.5,D(M), Island Blue / Lightning / Lime,Fit snug but last pair broke in nicely. Wore this pair once and left shoe already coming apart.,Bad batch
B00ES82H6K,"June 19, 2015",5,9.5,D(M), Titanium / Black / Red,"Comfortably, good looking, as always.  Been wearing this shoe for yrs.  Been very durable as well.",Five Stars
B00ES82H6K,"May 20, 2015",5,15,4E, White/Black/Royal,I ordered Size 15 4E width.  The fit was true to other Asics that I own.  Very happy with this purchase.,Very Pleased with fit and looks!
B00ES82H6K,"June 27, 2015",4,10,4E, White/Black/Royal,These are well made shoes and I am about 95% satisfied.  They just need a bit more arch support.,Good shoes!
B00ES82H6K,"April 24, 2016",5,12,D(M), White/Black/Royal,"Great shoes, excellent seller.",Five Stars
B00ES82H6K,"October 4, 2015",5,10,D(M), Titanium/Black/Red,"Great shoes! I keep buying asics nimbus, they are the perfect shoe for me.",Five Stars
B00ES82H6K,"August 13, 2015",5,12,D(M), Island Blue / Lightning / Lime,Nimbus have been my go to. These are softer then the 15's and really easy to work in.,Fantastic as usual
B00ES82H6K,"June 25, 2015",4,9.5,D(M), White/Black/Royal,Very comfortable padding. Also have noticed the mesh keeps my feet noticeably cooler and drier.,Four Stars
B00ES82H6K,"May 22, 2015",5,11,D(M), Island Blue / Lightning / Lime,This is the 5th pair of Asics Gel Nimbus I've owned.  They provide great support and adequate cushion.,They provide great support and adequate cushion
B00ES82H6K,"February 8, 2016",5,11.5,D(M), White/Black/Royal,"Excellent shoes, last about a thousand miles.",Five Stars
B00ES82H6K,"September 7, 2015",4,11.5,D(M), White/Black/Royal,Not as comfortable as the Nimbus 15. I was surprised. Still a great shoe though,Four Stars
B00ES82H6K,"May 6, 2015",5,11.5,4E, White/Black/Royal,"My third pair of Nimbus.  They work very well for me, and since I have a wide foot the 4 E's are perfect.",ASICS Gel-Nimbus are great for someone who wants to walk for hours each day.  Like me.
B00ES82H6K,"July 22, 2015",4,11.5,4E, White/Black/Royal,Great product and value. They look great and feeil and fit great - highly recommend these,You won't be disappointed
B00ES82H6K,"March 27, 2015",4,11,2E, White/Black/Royal,"These shoes are narrower than previous pairs of the same style and size (11, 2-E).  Terrific shoes when they fit.",Shoes are tighter than previous pairs I've purchased.
B00ES82H6K,"October 23, 2014",5,10.5,D(M), White/Black/Royal,"Great product, sent as a gift. The person who received the gift was very pleased. Shipping and cost was affordable, overall great experience.","Great product, sent as a gift"
B00ES82H6K,"July 28, 2015",5,10,D(M), Titanium/Black/Red,Great pair of shoes! Almost immediately reduced the pain I feel in my knee when I run.,Five Stars
B00ES82H6K,"January 21, 2016",5,11,D(M), Titanium/Black/Red,Perfect fit with a lot of cushion. Very durable,Five Stars
B00ES82H6K,"September 29, 2014",5,10,2E, White/Black/Royal,"I got these for my husband.  He loves them!  Doctor has told him to walk an hour a day, and these shoes provide the comfort and support he needs.",Great!
B00ES82H6K,"June 25, 2015",5,11,D(M), White/Black/Royal,Great pair of shoes.  Great for running 5+ miles at a time.  Would recommend to buy again...,Five Stars
